rangetime(ms),tag_ID,x(m),y(m),z(m),range0(m),range1(m),range2(m),range3(m),range4(m),range5(m),range6(m),range7(m),rx_pwr(dBm),accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,roll,pitch,yaw,
105563,Tag 0,2.967,1.812,0.301,4.44,3.85,5.14,4.86,null,null,null,null,null,-0.105,-0.292,10.001,-32.7,29.25,-35.4,0,0,0,-1.963,0.585,49.304,-0.105,-0.292,10.001,-0.006,0.001,0.000,-32.700,29.250,-35.400,0.585,-1.963,49.304,
105675,Tag 0,2.970,1.821,0.297,4.39,3.84,5.10,4.86,null,null,null,null,null,-0.115,-0.34,9.771,-31.65,28.95,-34.65,0,0,0,-1.976,0.579,49.305,-0.115,-0.340,9.771,-0.004,-0.004,-0.001,-31.650,28.950,-34.650,0.579,-1.976,49.305,
105787,Tag 0,2.956,1.827,0.302,4.40,3.86,4.09,4.89,null,null,null,null,null,-0.072,-0.45,9.881,-33,29.1,-34.95,0,0,0,-1.982,0.563,49.306,-0.072,-0.450,9.881,-0.003,-0.001,0.000,-33.000,29.100,-34.950,0.563,-1.982,49.306,
105899,Tag 0,2.959,2.065,0.549,4.40,3.84,4.44,4.86,null,null,null,null,null,-0.086,-0.325,9.92,-32.55,30.3,-36,0,0,0,-1.992,0.553,49.307,-0.086,-0.325,9.920,-0.007,-0.005,0.002,-32.550,30.300,-36.000,0.553,-1.992,49.307,
106011,Tag 0,2.967,2.150,0.589,4.39,3.81,4.67,4.85,null,null,null,null,null,-0.048,-0.44,9.872,-31.95,30.15,-35.85,0,0,0,-1.999,0.559,49.307,-0.048,-0.440,9.872,0.000,-0.001,0.000,-31.950,30.150,-35.850,0.559,-1.999,49.307,
106123,Tag 0,2.966,2.197,0.639,4.41,3.83,4.40,4.86,null,null,null,null,null,-0.22,-0.364,9.9,-33.75,30.3,-33,0,0,0,-2.003,0.56,49.307,-0.220,-0.364,9.900,-0.001,-0.007,0.005,-33.750,30.300,-33.000,0.560,-2.003,49.307,
106235,Tag 0,2.967,2.432,0.855,4.38,3.83,3.77,4.86,null,null,null,null,null,-0.1,-0.388,9.743,-34.05,28.35,-33.45,0,0,0,-2,0.562,49.307,-0.100,-0.388,9.743,0.006,-0.003,-0.001,-34.050,28.350,-33.450,0.562,-2.000,49.307,
106347,Tag 0,2.960,2.683,1.211,4.42,3.86,3.70,4.91,null,null,null,null,null,-0.153,-0.354,9.771,-33,29.55,-33.75,0,0,0,-2.006,0.56,49.307,-0.153,-0.354,9.771,0.004,-0.004,-0.006,-33.000,29.550,-33.750,0.560,-2.006,49.307,
106458,Tag 0,2.966,2.763,1.368,4.39,3.84,4.44,4.85,null,null,null,null,null,-0.129,-0.325,9.795,-31.95,29.7,-34.65,0,0,0,-2.012,0.569,49.307,-0.129,-0.325,9.795,0.002,-0.001,-0.006,-31.950,29.700,-34.650,0.569,-2.012,49.307,
106570,Tag 0,2.961,2.604,1.114,4.40,3.79,3.69,4.85,null,null,null,null,null,0.029,-0.311,9.886,-32.4,30.15,-34.35,0,0,0,-2.022,0.562,49.308,0.029,-0.311,9.886,0.004,-0.006,-0.002,-32.400,30.150,-34.350,0.562,-2.022,49.308,
